Urdu,RomanUrdu
تغافل مشربی سے ناتمامی بسکہ پیدا ہے,ta haafulmashrabee se naatamaamee baski paidaa hai
کم کسو کو میرؔ کی میت کی ہاتہ ایی نماز,kam kisoo ko meer kee mayyat kee haath aaee namaaz
مجہے کام رونے سے اکثر ہے ناصح,mujhe kaam rone se aksar hai naaseh
ہے کاینات کو حرکت تیرے ذوق سے,hai kaaenaat ko harakat tere zauq se
بارش کی دعاوں میں نمی انکہ کی مل جایے,baarish kee duaaon men namee aankh kee mil jaae
کبہی برا نہیں جانا کسی کو اپنے سوا,kabhee buraa naheen jaanaa kisee ko apne sivaa
تری چاہت کے بہیگے جنگلوں میں,tiree chaahat ke bheege jangalon men
صبح ہونے تک اسی انداز کی باتیں کرو,subh hone tak isee andaaz kee baaten karo
بہانہ ڈہونڈتے رہتے ہیں کویی رونے کا,bahaana dhoondte rahte hain koee rone kaa
راز الفت چہپا کے دیکہ لیا,raazeulfat chhupaa ke dekh liyaa
کرتا ہے رقص سجدۂ شکرانہ چہوڑ کر,kartaa hai raqs sajdaeshukraana chhod kar
زندگی ہے نام جہد و جنگ کا,zindagee hai naam johd o jang kaa
نثار نرگس مے گوں کہ اج پیمانے,nisaar nargisemaigoon ki aaj paimaane
اب تک ہے ترے دل کے دہڑکنے کی صدا یاد,ab tak hai tire dil ke dhadakne kee sadaa yaad
میں ڈہونڈہتا تہا دور خلاوں میں ایک جسم,main dhoondhtaa thaa duur khalaaon men ek jism
اج ہر قطرۂ مے بن گیا اک چنگاری,aaj har qatraemai ban gayaa ik chingaaree
کسی کو دیکہ کے اک موج لب پہ ا تو گیی,kisee ko dekh ke ik mauj lab pe aa to gaee
اس نظر کی اس بدن کی گنگناہٹ تو سنو,us nazar kee us badan kee gungunaahat to suno
دوستانہ نہیں کہ تجہ سے کہیں,dostaana naheen ki tujh se kahen
بہرے ہیں تجہ میں وہ لاکہوں ہنر اے مجمع خوبی,bhare hain tujh men vo laakhon hunar ai majmaekhoobee
وہی ظلم بار دگر ہے تو پہر,vahee zulm baaredigar hai to phir
دل میں در اوے ہے ہر صبح کویی یاد ایسے,dil men dar aave hai har subh koee yaad aise
وہی بیگانے چہرے ہیں جہاں جاییں جدہر جاییں,vahee begaane chehre hain jahaan jaaen jidhar jaaen
نکلے اگر حرم سے تو اکبرؔ کے گہر پڑے,nikle agar haram se to akbar ke ghar pade
ابہی سے سارا زمانہ ہے تیغ زن کی طرف,abhee se saaraa zamaana hai te hzan kee taraf
چاند ہوتا نہ اسماں پہ اگر,chaand hotaa na aasmaan pe agar
بہ فسون نگۂ ناز ستاتا ہے مجہے,bafusoonenigahenaaz sataataa hai mujhe
دیکہ کر زاغ و زغن کو خوش نواوں کی جگہ,dekh kar zaa hoza han ko khushnavaaon kee jagah
جو ملنا چاہو تو مجہ سے ملو کہیں باہر,jo milnaa chaaho to mujh se milo kaheen baahar
انہیں نگاہ ہے اپنے جمال ہی کی طرف,unhen nigaah hai apne jamaal hee kee taraf
پانی پیے کسو پہ کویی جیسے وار کے,paanee piye kisoo pe koee jaise vaar ke
تو یہیں ہار گیا ہے مرے بزدل دشمن,too yaheen haar gayaa hai mire buzdil dushman
زمانہ تو یوں ہی روٹہا رہے گا,zamaana to yoonhee roothaa rahegaa
اک روز رنگ لاییں گی یہ مہربانیاں,ik roz rang laaengee ye mehrbaaniyaan
اپنے انے کی خبر کیا کرتے,apne aane kee khabar kyaa karte
اسی کے بارے میں سوچو تو فاصلہ نکلے,usee ke baare men socho to faasla nikle
رنگ شکستہ صبح بہار نظارہ ہے,rangeshikasta subhebahaarenazaara hai
کب تک دل کی خیر مناییں کب تک رہ دکہلاو گے,kab tak dil kee khair manaaen kab tak rah dikhlaaoge
اتی اواز سلاسل کبہی ایسی تو نہ تہی,aatee aavaazesalaasil kabhee aisee to na thee
تیری چشم الم نواز کی خیر,teree chashmealamnavaaz kee khair
جاتی ہے جس پہ جان مری جاں تمہیں تو ہو,jaatee hai jis pe jaan miree jaan tumheen to ho
دل نہ پہنچا گوشۂ داماں تلک,dil na pahunchaa goshaedaamaan talak
الہی یک قیامت خاور ا ٹوٹے بدخشاں پر,ilaahee yak qayaamat khaavar aa tuute badakhshaan par
ڈرتا ہوں دیکہ کر دل بے ارزو کو میں,dartaa huun dekh kar dilebeaarzoo ko main
کچہ ہمیں کو نہیں احسان اٹہانے کا دماغ,kuchh hameen ko naheen ehsaan uthaane kaa dimaa h
زندگی میں وہ جو لمحہ تہا سنورنے والا,zindagee men vo jo lamha thaa sanvarne vaalaa
سیا جایے گا کانٹوں سے گریباں ہم نہ کہتے تہے,siyaa jaaegaa kaanton se garebaan ham na kahte the
ان کو اپنا بنا کے دیکہ لیا,un ko apnaa banaa ke dekh liyaa
دیش سے جب پردیش سدہارے ہم پر یہ بہی وقت پڑا,desh se jab pardesh sidhaare ham par ye bhee vaqt padaa
کثرت جور و ستم سے ہو گیا ہوں بے دماغ,kasratejaurositam se ho gayaa huun bedimaa h
نہ جانوں نیک ہوں یا بد ہوں پر صحبت مخالف ہے,na jaanoon nek huun yaa bad huun par sohbatmukhaalif hai
لیجیے سنیے اب افسانۂ فرقت مجہ سے,leejiye suniye ab afsaanaefurqat mujh se
شام ابد کو جلوۂ صبح بہار دے,shaameabad ko jalvaesubhebahaar de
گریباں صبر کا مت چاک کر اے خاطر مسکیں,girebaan sabr kaa mat chaak kar ai khaatiremiskeen
جو اہل دل ہیں الگ ہیں وہ اہل ظاہر سے,jo ahledil hain alag hain vo ahlezaahir se
اپنی ہی نبہ سکی نہ بہت دن کسی کے ساتہ,apnee hee nibh sakee na bahut din kisee ke saath
جو غم سے فرصت اب اک دم ہمیں بہی ہو تمہیں بہی ہو,jo ham se fursat ab ik dam hamen bhee ho tumhen bhee ho
بہت درد مندوں کو دیکہا ہے تو نے,bahut dardmandon ko dekhaa hai too ne
کہ جو خالق کی طرف دل کو جہکا ہی نہ سکے,ki jo khaaliq kee taraf dil ko jhukaa hee na sake
عاشق کے حقوق ا کر ناحق بہی مٹا جانا,aashiq ke huqooq aa kar naahaq bhee mitaa jaanaa
پہر کہو نہ جاییں ہم کہیں دنیا کی بہیڑ میں,phir kho na jaaen ham kaheen duniyaa kee bhiid men
درباروں کی شان و شوکت میدانوں کی شمشیریں ہیں,darbaaron kee shaanoshaukat maidaanon kee shamsheeren hain
انوکہی وضع ہے سارے زمانے سے نرالے ہیں,anokhee vaza hai saare zamaane se niraale hain
ہم سے پوچہو جگرؔ کی سر مستی,ham se poochho jigar kee sarmastee
سبہی انداز حسن پیارے ہیں,sabhee andaazehusn pyaare hain
نقطۂ خال سے ترا ابرو,nuqtaekhaal se tiraa abroo
دور چشم بد تری بزم طرب سے واہ واہ,duur chashmebad tiree bazmetarab se vaah vaah
دل بد نام تیرے بارے میں,dilebadnaam tere baare men
نہیں جانتے کچہ کہ جانا کہاں ہے,naheen jaante kuchh ki jaanaa kahaan hai
اس جا تری نگاہ مجہے لے گیی جہاں,us jaa tiree nigaah mujhe le gaee jahaan
شوق جن کوں مدام ہے تیرا,shauq jin kuun mudaam hai teraa
افلاک کی محراب ہے ایی ہویی انگڑایی,aflaak kee mehraab hai aaee huee angdaaee
ایک لگن کی بات ہے جیون ایک لگن ہی جیون ہے,ek lagan kee baat hai jeevan ek lagan hee jeevan hai
نگاہ فتنہ خرام و در دو عالم باز,nigaah fitnakhiraam o daredoaalam baaz
جس نے ہنس ہنس کے دن گزارے ہیں,jis ne hans hans ke din guzaare hain
جو تہے چہالوں میں کانٹے نوک سوزن سے نکالے ہیں,jo the chhaalon men kaante nokesozan se nikaale hain
داغ چہاتی کے عبث دہوتا ہے کیا,daa h chhaatee ke abas dhotaa hai kyaa
جنوں کے ولولے جب گہٹ گیے دل میں نہاں ہو کر,junoon ke valvale jab ghut gae dil men nihaan ho kar
کیوں غم سے نجات ہو گیی ہے,kyuun ham se najaat ho gaee hai
حسد سے دل اگر افسردہ ہے گرم تماشا ہو,hasad se dil agar afsurda hai garmetamaashaa ho
سدا اسی میں اترتی ہے تیرے ہجر کی شام,sadaa isee men utartee hai tere hijr kee shaam
پہر فسانہ بحدیث دگراں ہے کہ جو تہا,phir fasaana bahadeesedigraan hai ki jo thaa
لیک نادانی سے اپنی تو نے سمجہا سہل ہے,lek naadaanee se apnee too ne samjhaa sahl hai
جہلکتی ہے کہنچی شمشیر میں نیی دنیا,jhalaktee hai khinchee shamsheer men naee duniyaa
جانے کیوں جی بہرا سا رہتا ہے,jaane kyuun jee bharaa saa rahtaa hai
پہول کو پہول نہ کہتے سو اسے کیا کہتے,phuul ko phuul na kahte so use kyaa kahte
اسیری دل اشفتہ رنگ لا کے رہی,aseeree dileaashufta rang laa ke rahee
کہ دامان خیال یار چہوٹا جایے ہے مجہ سے,ki daamaanekhayaaleyaar chhootaa jaae hai mujh se
نیام پردۂ زخم جگر سے خنجر کہینچ,niyaamepardaezakhmejigar se khanjar kheench
ہم ہی اشفتہ سروں میں وہ جواں میر بہی تہا,ham hee aashuftasaron men vo javaanmeer bhee thaa
دیکہا ہے زندگی کو کچہ اتنا قریب سے,dekhaa hai zindagee ko kuchh itnaa qareeb se
داغؔ کو یوں وہ مٹاتے ہیں یہ فرماتے ہیں,daa h ko yuun vo mitaate hain ye farmaate hain
ترا سفینہ کہ ہے بحر بیکراں کے لیے,tiraa safeena ki hai bahrebekaraan ke liye
ہمیں پروا نہیں ہم سے اگر وہ تن کے بیٹہے ہیں,hamen parvaa naheen ham se agar vo tan ke baithe hain
جس پہ دل سارے عہد بہول گیا,jis pe dil saare ahd bhuul gayaa
خدا بندے سے خود پوچہے بتا تیری رضا کیا ہے,khudaa bande se khud poochhe bataa teree razaa kyaa hai
جان جاں تجہ کو اب تری خاطر,jaanejaan tujh ko ab tiree khaatir
سوچتا ہوں ترے انچل کا کنارا ہی نہ ہو,sochtaa huun tire aanchal kaa kinaaraa hee na ho
ظالم مرے گماں سے مجہے منفعل نہ چاہ,zaalim mire gumaan se mujhe munfail na chaah
در خور قہر و غضب جب کویی ہم سا نہ ہوا,darkhureqahro hazab jab koee ham saa na huaa
وہ اک مکان ابہی تک مکیں کی چاہ میں ہے,vo ik makaan abhee tak makeen kee chaah men hai
رونے کو نہیں کویی ہنسنے کو زمانا ہے,rone ko naheen koee hansne ko zamaanaa hai
سطوت سے تیرے جلوۂ حسن غیور کی,satvat se tere jalvaehusne huyoor kee
کیونکر نہ کہاییے کہ ہوا ہے بہار کی,kyoonkar na khaaiye ki havaa hai bahaar kee
مضمحل ہو گیے قوی غالب,muzmahil ho gae qavaa haalib
انہیں کی ہے وفایی کا یہ ہے اٹہوں پہر صدمہ,unheen kee bevafaaee kaa ye hai aathonpahar sadma
عجز ہمت نے طلسم دل سایل باندہا,ijzehimmat ne tilismedilesaail baandhaa
اپ کے بعد اپ ہی کہیے,aap ke baad aap hee kahiye
ہم تو کتنوں کو مہ جبیں کہتے,ham to kitnon ko mahjabeen kahte
اس کڑی دہوپ میں سایہ کر کے,is kadee dhuup men saaya kar ke
کہل گیا راز چمن چاک قبا سے پہلے,khul gayaa raazechaman chaakeqabaa se pahle
دل کہتا ہے ان کو بہی میں یاد اتا ہوں,dil kahtaa hai un ko bhee main yaad aataa huun
ہایے وہ اس کا موج خیز بدن,haae vo us kaa maujkhez badan
جو کویے یار سے نکلے تو سویے دار چلے,jo kooeyaar se nikle to sooedaar chale
فیضؔ ہوتا رہے جو ہونا ہے,faiz hotaa rahe jo honaa hai
اب بہی تم میری زندگی ہو کیا,ab bhee tum meree zindagee ho kyaa
وہ جتنی دور ہو اتنا ہی میرا ہونے لگتا ہے,vo jitnee duur ho utnaa hee meraa hone lagtaa hai
اسودگی سے دل کے سبہی داغ دہل گیے,aasoodgee se dal ke sabhee daa h dhul gae
تو اور ارایش خم کاکل,too aur aaraaishekhamekaakul
عاشقی کچہ کسی کی ذات نہیں,aashiqee kuchh kisee kee zaat naheen
تجہے ہر بہانے سے ہم دیکہتے ہیں,tujhe har bahaane se ham dekhte hain
جو تیری صید گاہ سے ٹک دور ہو گیا,jo teree saidegaah se tak duur ho gayaa
خاک میں کیا صورتیں ہوں گی کہ پنہاں ہو گییں,khaak men kyaa sooraten hongee ki pinhaan ho gaiin
جاتی ہے ملاقات کب ایسے سببوں سے,jaatee hai mulaaqaat kab aise sababon se
خاتم کو سلیماں کی انگشتر پا جانا,khaatim ko sulaimaan kee angushtarepaa jaanaa
دیکہا اس بیماری دل نے اخر کام تمام کیا,dekhaa is beemaariedil ne aakhir kaam tamaam kiyaa
خاطر سے یا لحاظ سے میں مان تو گیا,khaatir se yaa lihaaz se main maan to gayaa
اب نہیں لیتے پری رو زلف بکہرانے کا نام,ab naheen lete pareeroo zulf bikhraane kaa naam
غزل سرایی کا دعوی تو سب کرے ہیں وسیمؔ,hazalsaraaee kaa daavaa to sab kare hain vaseem
نوازش ہایے بے جا دیکہتا ہوں,navaazishhaaebejaa dekhtaa huun
دیوانہ کر دیا ہے غم روزگار نے,deevaana kar diyaa hai hamerozgaar ne
اہ سحر کی میری برچہی کے وسوسے سے,aahesahar kee meree barchhee ke vasvase se
ریزہ ریزہ استخواں کا پوست میں نشتر ہوا,reza reza ustukhaan kaa post men nashtar huaa
ٹہہرتے جاتے ہیں جتنے چشم عالم میں بہلے,thaharte jaate hain jitne chashmeaalam men bhale
رات بجتی تہی دور شہنایی,raat bajtee thee duur shahnaaee
جمال یار نے منہ اس کا خوب لال کیا,jamaaleyaar ne munh us kaa khuub laal kiyaa
کن نیندوں اب تو سوتی ہے اے چشم گریہ ناک,kin neendon ab too sotee hai ai chashmegiryanaak
یہ عجیب ستم ہے عجیب جفا کہ یہاں نہ رہے تو کہیں نہ رہے,ye ajiib sitam hai ajiib jafaa ki yahaan na rahe to kaheen na rahe
جس بے دل بے تاب و تواں کو عشق کا مارا جانے ہے,jis bedil betaabotavaan ko ishq kaa maaraa jaane hai
اتشیں پا ہوں گداز وحشت زنداں نہ پوچہ,aatisheenpaa huun gudaazevahshatezindaan na poochh
برنگ سبزۂ نورستہ پایمال کیا,barangesabzaenoorasta paaemaal kiyaa
بس فرصت حیات فراقؔ ایک رات ہے,bas fursatehayaat firaaq ek raat hai
ناخن پہ قرض اس گرہ نیم باز کا,naakhun pe qarz is giraheneembaaz kaa
اخر اخر جان دی یاروں نے یہ صحبت ہویی,aakhir aakhir jaan dee yaaron ne ye sohbat huee
میاں کا علم ہی اٹہا تو پہر میاں کب تک,miyaan kaa ilm hee utthaa to phir miyaan kab tak
ہمت التجا نہیں باقی,himmateiltijaa naheen baaqee
تپتی ہویی راہوں سے تجہے انچ نہ پہنچے,taptee huee raahon se tujhe aanch na pahunche
جہاں جہاں سے بہاروں کے کارواں نکلے,jahaan jahaan se bahaaron ke kaarvaan nikle
وے حرف نہیں ہیں جو شایان نکلتے ہیں,ve harf naheen hain jo shaayaan nikalte hain
محبتوں کا سفر اس طرح بہی گزرا تہا,mohabbaton kaa safar is tarah bhee guzraa thaa
جاگ اٹہے جب لوگ تو ان کو ٹہہرنا ہی نہیں,jaag utthe jab log to un ko thaharnaa hee naheen
رخ ناسزا تو ہے روبرو پس ناسزا کویی اور ہے,rukhenaasazaa to hai roobaroo pasenaasazaa koee aur hai
ہم اپنا عشق چمکاییں تم اپنا حسن چمکاو,ham apnaa ishq chamkaaen tum apnaa husn chamkaao
جیتے جی کوچۂ دل دار سے جایا نہ گیا,jeetejee koochaedildaar se jaayaa na gayaa
رنگ بدلے کسی صورت شب تنہایی کا,rang badle kisee soorat shabetanhaaee kaa
یہ میرا گریباں ہے کہ لشکر کا علم ہے,ye meraa garebaan hai ki lashkar kaa alam hai
اللہ کے بندوں نے لیکن اس راہ میں چلنا چہوڑ دیا,allaah ke bandon ne lekin us raah men chalnaa chhod diyaa
جو بولے تیرے لہجے میں بہلا میری زباں کیوں ہو,jo bole tere lahje men bhalaa meree zabaan kyuun ho
ابہی سے دل و جاں سر راہ رکہ دو,abhee se dil o jaan sareraah rakh do
