Urdu,RomanUrdu
نرخ تو کیا پوچہتا ہے اب تو قیمت کہل گیی,narkh too kyaa poochhtaa hai ab to qeemat khul gaee
ایینے کو ناز تہا کیا اپنے رویے صاف پر,aaeene ko naaz thaa kyaa apne rooesaaf par
انکہ ہی پر دیکہتے ہی تیری صورت کہل گیی,aankh hee par dekhte hee teree soorat khul gaee
تہی اسیران قفس کو ارزو پرواز کی,thee aseeraaneqafas ko aarzoo parvaaz kee
کہل گیی کہڑکی قفس کی کیا کہ قسمت کہل گیی,khul gaee khidkee qafas kee kyaa ki qismat khul gaee
تیرے عارض پر ہوا اخر غبار خط نمود,tere aariz par huaa aakhir hubaarekhat numood
کہل گیی ایینہ رو دل کی کدورت کہل گیی,khul gaee aaeenaroo dil kee kudoorat khul gaee
بے تکلف ایے تم کہولے ہویے بند قبا,betakalluf aae tum khole hue bandeqabaa
اب گرہ دل کی ہمارے فی الحقیقت کہل گیی,ab girah dil kee hamaare filhaqeeqat khul gaee
باندہی زاہد نے توکل پر کمر سو بار چست,baandhee zaahid ne tavakkul par kamar sau baar chust
لیکن اخر باعث سستی ہمت کہل گیی,lekin aakhir baaisesusstiehimmat khul gaee
کہلتے کہلتے رک گیے وہ ان کو تو نے اے ظفرؔ,khulte khulte ruk gae vo un ko too ne ai zafar
سچ کہو کس انکہ سے دیکہا کہ چاہت کہل گیی,sach kaho kis aankh se dekhaa ki chaahat khul gaee
اپ کا اعتبار کون کرے,aap kaa e tibaar kaun kare
روز کا انتظار کون کرے,roz kaa intizaar kaun kare
ذکر مہر و وفا تو ہم کرتے,zikremehrovafaa to ham karte
پر تمہیں شرمسار کون کرے,par tumhen sharmsaar kaun kare
ہو جو اس چشم مست سے بے خود,ho jo us chashmemast se bekhud
پہر اسے ہوشیار کون کرے,phir use hoshiyaar kaun kare
تم تو ہو جان اک زمانے کی,tum to ho jaan ik zamaane kee
جان تم پر نثار کون کرے,jaan tum par nisaar kaun kare
افت روزگار جب تم ہو,aafaterozgaar jab tum ho
شکوۂ روزگار کون کرے,shikvaerozgaar kaun kare
اپنی تسبیح رہنے دے زاہد,apnee tasbeeh rahne de zaahid
دانہ دانہ شمار کون کرے,daana daana shumaar kaun kare
ہجر میں زہر کہا کے مر جاوں,hijr men zahr khaa ke mar jaaoon
موت کا انتظار کون کرے,maut kaa intizaar kaun kare
انکہ ہے ترک زلف ہے صیاد,aankh hai tarkezulf hai sayyaad
دیکہیں دل کا شکار کون کرے,dekhen dil kaa shikaar kaun kare
وعدہ کرتے نہیں یہ کہتے ہیں,vaada karte naheen ye kahte hain
تجہ کو امیدوار کون کرے,tujh ko ummeedvaar kaun kare
داغؔ کی شکل دیکہ کر بولے,daa h kee shakl dekh kar bole
ایسی صورت کو پیار کون کرے,aisee soorat ko pyaar kaun kare
ارزو ہے وفا کرے کویی,aarzoo hai vafaa kare koee
جی نہ چاہے تو کیا کرے کویی,jee na chaahe to kyaa kare koee
گر مرض ہو دوا کرے کویی,gar maraz ho davaa kare koee
مرنے والے کا کیا کرے کویی,marne vaale kaa kyaa kare koee
کوستے ہیں جلے ہویے کیا کیا,koste hain jale hue kyaa kyaa
اپنے حق میں دعا کرے کویی,apne haq men duaa kare koee
ان سے سب اپنی اپنی کہتے ہیں,un se sab apnee apnee kahte hain
میرا مطلب ادا کرے کویی,meraa matlab adaa kare koee
چاہ سے اپ کو تو نفرت ہے,chaah se aap ko to nafrat hai
مجہ کو چاہے خدا کرے کویی,mujh ko chaahe khudaa kare koee
اس گلے کو گلہ نہیں کہتے,us gile ko gila naheen kahte
گر مزے کا گلا کرے کویی,gar maze kaa gilaa kare koee
یہ ملی داد رنج فرقت کی,ye milee daad ranjefurqat kee
اور دل کا کہا کرے کویی,aur dil kaa kahaa kare koee
تم سراپا ہو صورت تصویر,tum saraapaa ho sooratetasveer
تم سے پہر بات کیا کرے کویی,tum se phir baat kyaa kare koee
کہتے ہیں ہم نہیں خدایے کریم,kahte hain ham naheen khudaaekareem
کیوں ہماری خطا کرے کویی,kyuun hamaaree khataa kare koee
جس میں لاکہوں برس کی حوریں ہوں,jis men laakhon baras kee hooren hon
ایسی جنت کو کیا کرے کویی,aisee jannat ko kyaa kare koee
اس جفا پر تمہیں تمنا ہے,is jafaa par tumhen tamannaa hai
کہ مری التجا کرے کویی,ki miree iltijaa kare koee
منہ لگاتے ہی داغؔ اترایا,munh lagaate hee daa h itraayaa
لطف ہے پہر جفا کرے کویی,lutf hai phir jafaa kare koee
اب وہ یہ کہہ رہے ہیں مری مان جاییے,ab vo ye kah rahe hain miree maan jaaiye
اللہ تیری شان کے قربان جاییے,allaah teree shaan ke qurbaan jaaiye
بگڑے ہویے مزاج کو پہچان جاییے,bigde hue mizaaj ko pahchaan jaaiye
سیدہی طرح نہ مانیے گا مان جاییے,seedhee tarah na maaniyegaa maan jaaiye
کس کا ہے خوف روکنے والا ہی کون ہے,kis kaa hai khauf rokne vaalaa hee kaun hai
ہر روز کیوں نہ جاییے مہمان جاییے,har roz kyuun na jaaiye mehmaan jaaiye
محفل میں کس نے اپ کو دل میں چہپا لیا,mahfil men kis ne aap ko dil men chhupaa liyaa
اتنوں میں کون چور ہے پہچان جاییے,itnon men kaun chor hai pahchaan jaaiye
ہیں تیوری میں بل تو نگاہیں پہری ہویی,hain tevree men bal to nigaahen phiree huee
جاتے ہیں ایسے انے سے اوسان جاییے,jaate hain aise aane se ausaan jaaiye
دو مشکلیں ہیں ایک جتانے میں شوق کے,do mushkilen hain ek jataane men shauq ke
پہلے تو جان جاییے پہر مان جاییے,pahle to jaan jaaiye phir maan jaaiye
انسان کو ہے خانۂ ہستی میں لطف کیا,insaan ko hai khaanaehastee men lutf kyaa
مہمان اییے تو پشیمان جاییے,mehmaan aaiye to pashemaan jaaiye
گو وعدۂ وصال ہو جہوٹا مزہ تو ہے,go vaadaevisaal ho jhootaa maza to hai
کیوں کر نہ ایسے جہوٹ کے قربان جاییے,kyuun kar na aise jhuut ke qurbaan jaaiye
رہ جایے بعد وصل بہی چیٹک لگی ہویی,rah jaae baadevasl bhee chetak lagee huee
کچہ رکہیے کچہ نکال کے ارمان جاییے,kuchh rakhiye kuchh nikaal ke armaan jaaiye
اچہی کہی کہ غیر کے گہر تک ذرا چلو,achchhee kahee ki hair ke ghar tak zaraa chalo
میں اپ کا نہیں ہوں نگہبان جاییے,main aap kaa naheen huun nigahbaan jaaiye
ایے ہیں اپ غیر کے گہر سے کہڑے کہڑے,aae hain aap hair ke ghar se khade khade
یہ اور کو جتاییے احسان، جاییے,ye aur ko jataaiye ehsaan jaaiye
دونوں سے امتحان وفا پر یہ کہہ دیا,donon se imtihaanevafaa par ye kah diyaa
منواییے رقیب کو یا مان جاییے,manvaaiye raqeeb ko yaa maan jaaiye
کیا بدگمانیاں ہیں انہیں مجہ کو حکم ہے,kyaa badgumaaniyaan hain unhen mujh ko hukm hai
گہر میں خدا کے بہی تو نہ مہمان جاییے,ghar men khudaa ke bhee to na mehmaan jaaiye
کیا فرض ہے کہ سب مری باتیں قبول ہیں,kyaa farz hai ki sab miree baaten qubool hain
سن سن کے کچہ نہ مانیے کچہ مان جاییے,sun sun ke kuchh na maaniye kuchh maan jaaiye
سوداییان زلف میں کچہ تو لٹک بہی ہو,saudaaiyaanezulf men kuchh to latak bhee ho
جنت میں جاییے تو پریشان جاییے,jannat men jaaiye to pareshaan jaaiye
دل کو جو دیکہ لو تو یہی پیار سے کہو,dil ko jo dekh lo to yahee pyaar se kaho
قربان جاییے ترے قربان جاییے,qurbaan jaaiye tire qurbaan jaaiye
جانے نہ دوں گا اپ کو بے فیصلہ ہویے,jaane na doongaa aap ko befaisla hue
دل کے مقدمے کو ابہی چہان جاییے,dil ke muqaddame ko abhee chhaan jaaiye
یہ تو بجا کہ اپ کو دنیا سے کیا غرض,ye to bajaa ki aap ko duniyaa se kyaa haraz
جاتی ہے جس کی جان اسے جان جاییے,jaatee hai jis kee jaan use jaan jaaiye
غصے میں ہاتہ سے یہ نشانی نہ گر پڑے,husse men haath se ye nishaanee na gir pade
دامن میں لے کے میرا گریبان جاییے,daaman men le ke meraa garebaan jaaiye
یہ مختصر جواب ملا عرض وصل پر,ye mukhtasar javaab milaa arzevasl par
دل مانتا نہیں کہ تری مان جاییے,dil maantaa naheen ki tiree maan jaaiye
وہ ازمودہ کار تو ہے گر ولی نہیں,vo aazmoodakaar to hai gar valee naheen
جو کچہ بتایے داغؔ اسے مان جاییے,jo kuchh bataae daa h use maan jaaiye
ابہی ہماری محبت کسی کو کیا معلوم,abhee hamaaree mohabbat kisee ko kyaa maaloom
کسی کے دل کی حقیقت کسی کو کیا معلوم,kisee ke dil kee haqeeqat kisee ko kyaa maaloom
یقیں تو یہ ہے وہ خط کا جواب لکہیں گے,yaqeen to ye hai vo khat kaa javaab likkhenge
مگر نوشتہ قسمت کسی کو کیا معلوم,magar navishtaeqismat kisee ko kyaa maaloom
بظاہر ان کو حیا دار لوگ سمجہے ہیں,bazaahir un ko hayaadaar log samjhe hain
حیا میں جو ہے شرارت کسی کو کیا معلوم,hayaa men jo hai sharaarat kisee ko kyaa maaloom
قدم قدم پہ تمہارے ہمارے دل کی طرح,qadam qadam pe tumhaare hamaare dil kee tarah
بسی ہویی ہے قیامت کسی کو کیا معلوم,basee huee hai qayaamat kisee ko kyaa maaloom
یہ رنج و عیش ہویے ہجر و وصل میں ہم کو,ye ranj o aish hue hijr o vasl men ham ko
کہاں ہے دوزخ و جنت کسی کو کیا معلوم,kahaan hai dozakh o jannat kisee ko kyaa maaloom
جو سخت بات سنے دل تو ٹوٹ جاتا ہے,jo sakht baat sune dil to tuut jaataa hai
اس ایینے کی نزاکت کسی کو کیا معلوم,is aaeene kee nazaakat kisee ko kyaa maaloom
کیا کریں وہ سنانے کو پیار کی باتیں,kiyaa karen vo sunaane ko pyaar kee baaten
انہیں ہے مجہ سے عداوت کسی کو کیا معلوم,unhen hai mujh se adaavat kisee ko kyaa maaloom
خدا کرے نہ پہنسے دام عشق میں کویی,khudaa kare na phanse daameishq men koee
اٹہایی ہے جو مصیبت کسی کو کیا معلوم,uthaaee hai jo museebat kisee ko kyaa maaloom
ابہی تو فتنے ہی برپا کیے ہیں عالم میں,abhee to fitne hee barpaa kiye hain aalam men
اٹہاییں گے وہ قیامت کسی کو کیا معلوم,uthaaenge vo qayaamat kisee ko kyaa maaloom
جناب داغؔ کے مشرب کو ہم سے تو پوچہو,janaabe daa h ke mashrab ko ham se to poochho
چہپے ہویے ہیں یہ حضرت کسی کو کیا معلوم,chhupe hue hain ye hazrat kisee ko kyaa maaloom
اچہی صورت پہ غضب ٹوٹ کے انا دل کا,achchhee soorat pe hazab tuut ke aanaa dil kaa
یاد اتا ہے ہمیں ہایے زمانا دل کا,yaad aataa hai hamen haae zamaanaa dil kaa
تم بہی منہ چوم لو بے ساختہ پیار ا جایے,tum bhee munh chuum lo besaakhta pyaar aa jaae
میں سناوں جو کبہی دل سے فسانا دل کا,main sunaaoon jo kabhee dil se fasaanaa dil kaa
نگۂ یار نے کی خانہ خرابی ایسی,nigaheyaar ne kee khaanakharaabee aisee
نہ ٹہکانا ہے جگر کا نہ ٹہکانا دل کا,na thikaanaa hai jigar kaa na thikaanaa dil kaa
پوری مہندی بہی لگانی نہیں اتی اب تک,puuree mehndee bhee lagaanee naheen aatee ab tak
کیوں کر ایا تجہے غیروں سے لگانا دل کا,kyoonkar aayaa tujhe hairon se lagaanaa dil kaa
غنچۂ گل کو وہ مٹہی میں لیے اتے تہے,hunchaegul ko vo mutthee men liye aate the
میں نے پوچہا تو کیا مجہ سے بہانا دل کا,main ne poochhaa to kiyaa mujh se bahaanaa dil kaa
ان حسینوں کا لڑکپن ہی رہے یا اللہ,in haseenon kaa ladakpan hee rahe yaa allaah
ہوش اتا ہے تو اتا ہے ستانا دل کا,hosh aataa hai to aataa hai sataanaa dil kaa
دے خدا اور جگہ سینہ و پہلو کے سوا,de khudaa aur jagah siina o pahloo ke sivaa
کہ برے وقت میں ہو جایے ٹہکانا دل کا,ki bure vaqt men ho jaae thikaanaa dil kaa
میری اغوش سے کیا ہی وہ تڑپ کر نکلے,meree aa hosh se kyaa hee vo tadap kar nikle
ان کا جانا تہا الہی کہ یہ جانا دل کا,un kaa jaanaa thaa ilaahee ki ye jaanaa dil kaa
نگہ شرم کو بے تاب کیا کام کیا,nigahesharm ko betaab kiyaa kaam kiyaa
رنگ لایا تری انکہوں میں سمانا دل کا,rang laayaa tiree aankhon men samaanaa dil kaa
انگلیاں تار گریباں میں الجہ جاتی ہیں,ungliyaan taaregarebaan men ulajh jaatee hain
سخت دشوار ہے ہاتہوں سے دبانا دل کا,sakht dushvaar hai haathon se dabaanaa dil kaa
حور کی شکل ہو تم نور کے پتلے ہو تم,huur kee shakl ho tum nuur ke putle ho tum
اور اس پر تمہیں اتا ہے جلانا دل کا,aur is par tumhen aataa hai jalaanaa dil kaa
چہوڑ کر اس کو تری بزم سے کیوں کر جاوں,chhod kar us ko tiree bazm se kyoonkar jaaoon
اک جنازے کا اٹہانا ہے اٹہانا دل کا,ik janaaze kaa uthaanaa hai uthaanaa dil kaa
بے دلی کا جو کہا حال تو فرماتے ہیں,bedilee kaa jo kahaa haal to farmaate hain
کر لیا تو نے کہیں اور ٹہکانا دل کا,kar liyaa too ne kaheen aur thikaanaa dil kaa
بعد مدت کے یہ اے داغؔ سمجہ میں ایا,baad muddat ke ye ai daa h samajh men aayaa
وہی دانا ہے کہا جس نے نہ مانا دل کا,vahee daanaa hai kahaa jis ne na maanaa dil kaa
عجب اپنا حال ہوتا جو وصال یار ہوتا,ajab apnaa haal hotaa jo visaaleyaar hotaa
کبہی جان صدقے ہوتی کبہی دل نثار ہوتا,kabhee jaan sadqe hotee kabhee dil nisaar hotaa
کویی فتنہ تا قیامت نہ پہر اشکار ہوتا,koee fitna taaqayaamat na phir aashkaar hotaa
ترے دل پہ کاش ظالم مجہے اختیار ہوتا,tire dil pe kaash zaalim mujhe ikhtiyaar hotaa
جو تمہاری طرح تم سے کویی جہوٹے وعدے کرتا,jo tumhaaree tarah tum se koee jhoote vaade kartaa
تمہیں منصفی سے کہہ دو تمہیں اعتبار ہوتا,tumheen munsifee se kah do tumhen e tibaar hotaa
غم عشق میں مزا تہا جو اسے سمجہ کے کہاتے,hameishq men mazaa thaa jo use samajh ke khaate
یہ وہ زہر ہے کہ اخر مے خوش گوار ہوتا,ye vo zahr hai ki aakhir maiekhushgavaar hotaa
یہ مزہ تہا دل لگی کا کہ برابر اگ لگتی,ye maza thaa dillagee kaa ki baraabar aag lagtee
نہ تجہے قرار ہوتا نہ مجہے قرار ہوتا,na tujhe qaraar hotaa na mujhe qaraar hotaa
نہ مزا ہے دشمنی میں نہ ہے لطف دوستی میں,na mazaa hai dushmanee men na hai lutf dostee men
کویی غیر غیر ہوتا کویی یار یار ہوتا,koee hair hair hotaa koee yaar yaar hotaa
ترے وعدے پر ستم گر ابہی اور صبر کرتے,tire vaade par sitamgar abhee aur sabr karte
اگر اپنی زندگی کا ہمیں اعتبار ہوتا,agar apnee zindagee kaa hamen e tibaar hotaa
یہ وہ درد دل نہیں ہے کہ ہو چارہ ساز کویی,ye vo dardedil naheen hai ki ho chaarasaaz koee
اگر ایک بار مٹتا تو ہزار بار ہوتا,agar ek baar mittaa to hazaar baar hotaa
گیے ہوش تیرے زاہد جو وہ چشم مست دیکہی,gae hosh tere zaahid jo vo chashmemast dekhee
مجہے کیا الٹ نہ دیتے جو نہ بادہ خوار ہوتا,mujhe kyaa ulat na dete jo na baadakhvaar hotaa
مجہے مانتے سب ایسا کہ عدو بہی سجدے کرتے,mujhe maante sab aisaa ki adoo bhee sajde karte
